id,requirement
QuRE-839,Details of this function shall be coordinated with OEM HV-safety.
QuRE-840,"The responsible organization shall define the specific details of the test protocol, considering the intended purpose of this evaluation, battery system design and location, facility availability, and the safety of test personnel and equipment."
QuRE-841,The Details of the circuit design are TBD and Charge inlet suppliers should submit their own design proposals.
QuRE-842,The details of transitions shall be disclossed to OEM.
QuRE-843,Details of operating conditions in coordination with OEM.
QuRE-844,The details of the balancing concept shall be designed by the contractor.
QuRE-845,The electrical details of the connected head rest loads are described in the following chapters.
QuRE-846,The details of the simulations as well as the data exchange process are set forth in the following.
QuRE-847,For details of the plug housing see figure `` EMC-Filter Housing for station wagons and convertibles '' above.
QuRE-848,The Defect Manager shall be familiar with the details of the defect workflow of the contractor and the client.
QuRE-849,"For defects that cannot be reproduced with the current release and which relate to an earlier release, the contractor shall create at least one test case that verifies the defect in the earlier release."
QuRE-850,This can be considered the early detection of worsening.
QuRE-851,A proposal for the SW delivery schedule will be developed by OEM and shall be finilized in the early phase of the project.
QuRE-852,"Assembly processes are to be discussed and reviewed in the early design phase of the program to influence the design of the components if necessary, e.g. d-owner parts which are delivered from client or tolerances vs. manufacturing."
QuRE-853,"According to the algorithm, activation steps are recommended at the earliest after 30 minutes., relaxation steps are recommended at the earliest after five to ten minutes."
QuRE-854,m.a.b.a Correction of Set Value for Early Post Injection for combustion mode DPF-Reg
QuRE-855,n.a.a.a Basic Set Value for second Early Post Injection for combustion mode DPF-Reg
QuRE-856,n.a.b.b Correction Set Value second Early Post Injection for combustion mode CldStrt
QuRE-857,o.a.a.b Basic Set Value for third Early Post Injection for combustion mode CldStrt
QuRE-858,n.b.a.a Basic Value Start Trigger for second Early Post Injection for combustion mode DPF-Reg
QuRE-859,n.b.b.b Correction Value Start Trigger for second Early Post Injection for combustion mode CldStrt
QuRE-860,o.b.a.b Basic Value Start Trigger for third Early Post Injection for combustion mode CldStrt
QuRE-861,o.b.b.a Correction Value Start Trigger for third Early Post Injection for combustion mode DPF-Reg
QuRE-862,"The supplier has to inform the client as early as possible, not later than B1 sample delivery, that power reduction is necessary and the supplier has to make a request for an additional bus signal."
QuRE-863,"The supervision of the quality limiting constraints of the course have to be designed in the way that even in dynamic driving situations and particularly in test szenarios no limitation of the braking functionality CMS ES1, ES2 as well as CMS2+ and BAS+ (on stationary objects) occurs due to a not sufficiently early (TTC) signaling of the signal state EGO_COLLOVRLP_BRAKE."
QuRE-864,"The supervision of the quality limiting constraints of the driving course have to be designed in the way that even in dynamic driving situations and particularly in test szenarios no limitation of the braking functionality CMS ES1, ES2 and CMS2+ occurs due to a not sufficiently early (TTC) signaling of the signal state EGO."
QuRE-865,"Fault paths with safety-critical impact (S equal 10 and imminent danger to life) whose occurences cannot be ruled out (O greater than 1ppm over lifetime) and whose on-board diagnosis does not permit early detection (D greater than 3), so that severe injury to people or danger to life must be expected."
QuRE-866,The autonomous partial braking intervention will be started earlier than that of CMS2 if the situation has reached a hazardous degree due to the missing escape route.
QuRE-867,"The autonomous full braking intervention will be started earlier than that of CMS2, if a crash situation is no longer or just avoidable by a full braking and an escape route is missing."
QuRE-868,"The information if the IOD relay opened early (IODOpenedEarly) is stored in a flag, therefore needing 1 Bit of memory and is therefore stored into Bit 31 of ParkCycleMem4."
QuRE-869,If the IOD relay opened early (IODOpenedEarly) or Hibernation Mode
QuRE-870,THEN TSA display content shall be updated according to TSA display strategy earliest 200 milliseconds before passing the sign and no later than the EV is passing the sign.
QuRE-871,THEN TSA display content shall be updated to the new implicit speed limit according to TSA display strategy earliest 500 milliseconds before and no later than the EV enters the village / town.
QuRE-872,THEN TSA display content shall be updated to the new implicit speed limit according to TSA display strategy earliest 500 milliseconds before and no later than entry ramp at position of EV is approximately parallel to highway.
QuRE-873,THEN effective TSA speed limit shall be updated earliest 200 milliseconds before and no later than when the EV is passing the speed limit sign associated with exit ramp.
QuRE-874,THEN no passing sign shall be removed from TSA display content earliest 200 milliseconds before and no later than the EV is passing the sign.
QuRE-875,The supplier shall perform a load test at end of line for the component to reduce the rate of early failures in OEM production and in vehicle.
QuRE-876,"Fault paths with safety-critical impact whose occurences cannot be ruled out (O greater than 1 ppm over lifetime) and whose on-board diagnosis (see detection rate) does not permit early detection, so that injury to people must be expected."
QuRE-877,"If an object stops, which was detected earlier as moving and an orientation angle could be determined, the orientation angle of the object has to be compensated, as long as the object is standing, by the movement of the ego vehicle (aim: determination of the potential driving direction of the object in case it is moving again)."
QuRE-878,If statistical data of the fleet will be needed to early identify arising radar quality problems early in the field (in customer cars) there might be the need for saving data.
